,Unnamed: 0,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,Unnamed: 0,Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
3606,3606,2013,G,Retail Trade,c_6-9,Operating profit before tax,129,DOLLARS(millions),3606.0,2015.03,Other depository institutions,222.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
3607,3607,2013,G,Retail Trade,c_6-9,Total assets,1279,DOLLARS(millions),3607.0,2015.03,Other depository institutions,222.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,144
3608,3608,2013,G,Retail Trade,c_6-9,Fixed tangible assets,238,DOLLARS(millions),3608.0,2015.03,Other depository institutions,222.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,16
3609,3609,2013,G,Retail Trade,d_10-19,Activity unit,1416,COUNT,3609.0,2015.03,Other depository institutions,222.0,Closing balance net worth,LE00000,B900000,0
3610,3610,2013,G,Retail Trade,d_10-19,Rolling mean employees,18852,COUNT,3610.0,2015.03,Other depository institutions,222.0,Closing balance total liabilities and net worth,LE00000,L000000,3375
3611,3611,2013,G,Retail Trade,d_10-19,Salaries and wages paid,646,DOLLARS(millions),3611.0,2015.03,Investment funds,231.0,Closing balance total assets,LE00000,A000000,75491
3612,3612,2013,G,Retail Trade,d_10-19,"Sales, government funding, grants and subsidies",5712,DOLLARS(millions),3612.0,2015.03,Investment funds,231.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,75368
3613,3613,2013,G,Retail Trade,d_10-19,Total income,5731,DOLLARS(millions),3613.0,2015.03,Investment funds,231.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
3614,3614,2013,G,Retail Trade,d_10-19,Total expenditure,5650,DOLLARS(millions),3614.0,2015.03,Investment funds,231.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,19209
3615,3615,2013,G,Retail Trade,d_10-19,Operating profit before tax,115,DOLLARS(millions),3615.0,2015.03,Investment funds,231.0,Financial assets Closing balance debt securities,LE00000,AFA0300,23163
3616,3616,2013,G,Retail Trade,d_10-19,Total assets,1785,DOLLARS(millions),3616.0,2015.03,Investment funds,231.0,Financial assets Closing balance loans,LE00000,AFA0400,74
3617,3617,2013,G,Retail Trade,d_10-19,Fixed tangible assets,256,DOLLARS(millions),3617.0,2015.03,Investment funds,231.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,32238
3618,3618,2013,G,Retail Trade,e_20-49,Activity unit,600,COUNT,3618.0,2015.03,Investment funds,231.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
3619,3619,2013,G,Retail Trade,e_20-49,Rolling mean employees,17160,COUNT,3619.0,2015.03,Investment funds,231.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,181
3620,3620,2013,G,Retail Trade,e_20-49,Salaries and wages paid,579,DOLLARS(millions),3620.0,2015.03,Investment funds,231.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,503
3621,3621,2013,G,Retail Trade,e_20-49,"Sales, government funding, grants and subsidies",5355,DOLLARS(millions),3621.0,2015.03,Investment funds,231.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,75491
3622,3622,2013,G,Retail Trade,e_20-49,Total income,5380,DOLLARS(millions),3622.0,2015.03,Investment funds,231.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
3623,3623,2013,G,Retail Trade,e_20-49,Total expenditure,5351,DOLLARS(millions),3623.0,2015.03,Investment funds,231.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
3624,3624,2013,G,Retail Trade,e_20-49,Operating profit before tax,110,DOLLARS(millions),3624.0,2015.03,Investment funds,231.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
3625,3625,2013,G,Retail Trade,e_20-49,Total assets,1685,DOLLARS(millions),3625.0,2015.03,Investment funds,231.0,Financial liabilities Closing balance loans,LE00000,AFL0400,1
3626,3626,2013,G,Retail Trade,e_20-49,Fixed tangible assets,304,DOLLARS(millions),3626.0,2015.03,Investment funds,231.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,75417
3627,3627,2013,G,Retail Trade,f_50-99,Activity unit,207,COUNT,3627.0,2015.03,Investment funds,231.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
3628,3628,2013,G,Retail Trade,f_50-99,Rolling mean employees,14940,COUNT,3628.0,2015.03,Investment funds,231.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,44
3629,3629,2013,G,Retail Trade,f_50-99,Salaries and wages paid,497,DOLLARS(millions),3629.0,2015.03,Investment funds,231.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,30
3630,3630,2013,G,Retail Trade,f_50-99,"Sales, government funding, grants and subsidies",5081,DOLLARS(millions),3630.0,2015.03,Investment funds,231.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,123
3631,3631,2013,G,Retail Trade,f_50-99,Total income,5099,DOLLARS(millions),3631.0,2015.03,Investment funds,231.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,0
3632,3632,2013,G,Retail Trade,f_50-99,Total expenditure,5079,DOLLARS(millions),3632.0,2015.03,Investment funds,231.0,Closing balance net worth,LE00000,B900000,0
3633,3633,2013,G,Retail Trade,f_50-99,Operating profit before tax,72,DOLLARS(millions),3633.0,2015.03,Investment funds,231.0,Closing balance total liabilities and net worth,LE00000,L000000,75491
3634,3634,2013,G,Retail Trade,f_50-99,Total assets,1296,DOLLARS(millions),3634.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Closing balance total assets,LE00000,A000000,65902
3635,3635,2013,G,Retail Trade,f_50-99,Fixed tangible assets,230,DOLLARS(millions),3635.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,64907
3636,3636,2013,G,Retail Trade,g_100-199,Activity unit,162,COUNT,3636.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
3637,3637,2013,G,Retail Trade,g_100-199,Rolling mean employees,22722,COUNT,3637.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,401
3638,3638,2013,G,Retail Trade,g_100-199,Salaries and wages paid,668,DOLLARS(millions),3638.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance debt securities,LE00000,AFA0300,39402
3639,3639,2013,G,Retail Trade,g_100-199,"Sales, government funding, grants and subsidies",6631,DOLLARS(millions),3639.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance loans,LE00000,AFA0400,17996
3640,3640,2013,G,Retail Trade,g_100-199,Total income,6680,DOLLARS(millions),3640.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2305
3641,3641,2013,G,Retail Trade,g_100-199,Total expenditure,6519,DOLLARS(millions),3641.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,81
3642,3642,2013,G,Retail Trade,g_100-199,Operating profit before tax,210,DOLLARS(millions),3642.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,431
3643,3643,2013,G,Retail Trade,g_100-199,Total assets,2024,DOLLARS(millions),3643.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4291
3644,3644,2013,G,Retail Trade,g_100-199,Fixed tangible assets,441,DOLLARS(millions),3644.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,66180
3645,3645,2013,G,Retail Trade,h_200+,Activity unit,120,COUNT,3645.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
3646,3646,2013,G,Retail Trade,h_200+,Rolling mean employees,78345,COUNT,3646.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
3647,3647,2013,G,Retail Trade,h_200+,Salaries and wages paid,2447,DOLLARS(millions),3647.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,51126
3648,3648,2013,G,Retail Trade,h_200+,"Sales, government funding, grants and subsidies",21636,DOLLARS(millions),3648.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance loans,LE00000,AFL0400,10269
3649,3649,2013,G,Retail Trade,h_200+,Total income,21762,DOLLARS(millions),3649.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,4536
3650,3650,2013,G,Retail Trade,h_200+,Total expenditure,20868,DOLLARS(millions),3650.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
3651,3651,2013,G,Retail Trade,h_200+,Operating profit before tax,976,DOLLARS(millions),3651.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,89
3652,3652,2013,G,Retail Trade,h_200+,Total assets,8912,DOLLARS(millions),3652.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,160
3653,3653,2013,G,Retail Trade,h_200+,Fixed tangible assets,2199,DOLLARS(millions),3653.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,969
3654,3654,2013,G,Retail Trade,i_Industry_Total,Activity unit,26187,COUNT,3654.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,26
3655,3655,2013,G,Retail Trade,i_Industry_Total,Rolling mean employees,190326,COUNT,3655.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Closing balance net worth,LE00000,B900000,-277
3656,3656,2013,G,Retail Trade,i_Industry_Total,Salaries and wages paid,6286,DOLLARS(millions),3656.0,2015.03,Other financial intermediaries excluding insurance and pension funds,241.0,Closing balance total liabilities and net worth,LE00000,L000000,65902
3657,3657,2013,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",58124,DOLLARS(millions),3657.0,2015.03,Insurance corporations,251.0,Closing balance total assets,LE00000,A000000,28826
3658,3658,2013,G,Retail Trade,i_Industry_Total,Total income,58458,DOLLARS(millions),3658.0,2015.03,Insurance corporations,251.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,27621
3659,3659,2013,G,Retail Trade,i_Industry_Total,Total expenditure,56661,DOLLARS(millions),3659.0,2015.03,Insurance corporations,251.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
3660,3660,2013,G,Retail Trade,i_Industry_Total,Operating profit before tax,2104,DOLLARS(millions),3660.0,2015.03,Insurance corporations,251.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
3661,3661,2013,G,Retail Trade,i_Industry_Total,Total assets,22291,DOLLARS(millions),3661.0,2015.03,Insurance corporations,251.0,Financial assets Closing balance debt securities,LE00000,AFA0300,C
3662,3662,2013,G,Retail Trade,i_Industry_Total,Fixed tangible assets,5003,DOLLARS(millions),3662.0,2015.03,Insurance corporations,251.0,Financial assets Closing balance loans,LE00000,AFA0400,C
3663,3663,2013,H,Accommodation and Food Services,a_0,Activity unit,5205,COUNT,3663.0,2015.03,Insurance corporations,251.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,6200
3664,3664,2013,H,Accommodation and Food Services,a_0,Rolling mean employees,0,COUNT,3664.0,2015.03,Insurance corporations,251.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,5019
3665,3665,2013,H,Accommodation and Food Services,a_0,Salaries and wages paid,73,DOLLARS(millions),3665.0,2015.03,Insurance corporations,251.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,38
3666,3666,2013,H,Accommodation and Food Services,a_0,"Sales, government funding, grants and subsidies",637,DOLLARS(millions),3666.0,2015.03,Insurance corporations,251.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,2866
3667,3667,2013,H,Accommodation and Food Services,a_0,Total income,667,DOLLARS(millions),3667.0,2015.03,Insurance corporations,251.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,29113
3668,3668,2013,H,Accommodation and Food Services,a_0,Total expenditure,618,DOLLARS(millions),3668.0,2015.03,Insurance corporations,251.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
3669,3669,2013,H,Accommodation and Food Services,a_0,Operating profit before tax,35,DOLLARS(millions),3669.0,2015.03,Insurance corporations,251.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
3670,3670,2013,H,Accommodation and Food Services,a_0,Total assets,1863,DOLLARS(millions),3670.0,2015.03,Insurance corporations,251.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
3671,3671,2013,H,Accommodation and Food Services,a_0,Fixed tangible assets,1407,DOLLARS(millions),3671.0,2015.03,Insurance corporations,251.0,Financial liabilities Closing balance loans,LE00000,AFL0400,C
3672,3672,2013,H,Accommodation and Food Services,b_1-5,Activity unit,7638,COUNT,3672.0,2015.03,Insurance corporations,251.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,3901
3673,3673,2013,H,Accommodation and Food Services,b_1-5,Rolling mean employees,18192,COUNT,3673.0,2015.03,Insurance corporations,251.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,21101
3674,3674,2013,H,Accommodation and Food Services,b_1-5,Salaries and wages paid,388,DOLLARS(millions),3674.0,2015.03,Insurance corporations,251.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,293
